annee;tranche_horaire;Loire-Atlantique;Cote d Armor;Calvados;Seine-Maritime;Somme;Nord;Charante Maritime;Gironde;Herault;Bouches-du-Rhone
2017;307;0.822;0.849;0.931;0.953;0.847;0.941;0.641;0.748;0.877;0.979
2017;308;0.827;0.837;0.922;0.944;0.811;0.918;0.622;0.732;0.839;0.958
2017;309;0.839;0.816;0.914;0.941;0.794;0.9;0.616;0.724;0.851;0.924
2017;310;0.839;0.791;0.919;0.943;0.792;0.891;0.639;0.727;0.871;0.936
2017;311;0.826;0.733;0.926;0.948;0.796;0.885;0.682;0.759;0.881;0.958
2017;312;0.811;0.703;0.913;0.944;0.795;0.877;0.705;0.807;0.875;0.966
2017;313;0.791;0.672;0.886;0.927;0.781;0.859;0.692;0.826;0.847;0.965
2017;314;0.772;0.63;0.844;0.896;0.766;0.833;0.655;0.806;0.822;0.961
2017;315;0.747;0.618;0.819;0.867;0.728;0.812;0.62;0.781;0.831;0.959
2017;316;0.737;0.634;0.803;0.844;0.692;0.782;0.59;0.744;0.84;0.956
2017;317;0.716;0.64;0.782;0.825;0.655;0.743;0.57;0.722;0.849;0.951
2017;318;0.702;0.627;0.768;0.814;0.625;0.704;0.541;0.72;0.865;0.951
2017;319;0.673;0.642;0.766;0.808;0.586;0.666;0.505;0.683;0.891;0.956
2017;320;0.646;0.635;0.775;0.813;0.571;0.657;0.439;0.599;0.907;0.964
2017;321;0.559;0.584;0.765;0.802;0.541;0.661;0.341;0.472;0.941;0.977
2017;322;0.525;0.584;0.762;0.795;0.55;0.697;0.308;0.404;0.961;0.986
2017;323;0.627;0.634;0.752;0.812;0.622;0.762;0.325;0.378;0.961;0.991
2017;324;0.675;0.707;0.776;0.804;0.635;0.759;0.352;0.391;0.958;0.991
2017;325;0.701;0.72;0.806;0.786;0.597;0.715;0.377;0.406;0.961;0.989
2017;326;0.72;0.722;0.815;0.773;0.552;0.661;0.386;0.41;0.964;0.986
2017;327;0.742;0.71;0.806;0.773;0.557;0.619;0.405;0.438;0.958;0.982
2017;328;0.757;0.704;0.808;0.779;0.572;0.586;0.481;0.525;0.948;0.979
2017;329;0.764;0.713;0.801;0.777;0.552;0.58;0.531;0.586;0.942;0.977
2017;330;0.759;0.714;0.773;0.747;0.519;0.592;0.559;0.607;0.931;0.978
2017;331;0.755;0.715;0.737;0.72;0.51;0.603;0.599;0.661;0.916;0.985
2017;332;0.765;0.71;0.703;0.706;0.522;0.603;0.63;0.719;0.905;0.991
2017;333;0.762;0.716;0.698;0.707;0.524;0.604;0.623;0.729;0.908;0.989
2017;334;0.754;0.71;0.712;0.712;0.515;0.606;0.62;0.725;0.897;0.98
2017;335;0.746;0.7;0.698;0.69;0.491;0.593;0.627;0.739;0.899;0.962
2017;336;0.749;0.682;0.651;0.64;0.456;0.541;0.61;0.748;0.921;0.941
2017;337;0.711;0.668;0.578;0.576;0.41;0.473;0.598;0.772;0.931;0.93
2017;338;0.677;0.65;0.479;0.499;0.37;0.432;0.562;0.744;0.896;0.941
2017;339;0.643;0.618;0.375;0.415;0.353;0.419;0.491;0.69;0.856;0.959
2017;340;0.619;0.578;0.27;0.326;0.341;0.403;0.432;0.63;0.866;0.975
2017;341;0.603;0.553;0.206;0.259;0.325;0.385;0.371;0.552;0.908;0.985
2017;342;0.599;0.55;0.206;0.22;0.296;0.359;0.337;0.464;0.93;0.99
2017;343;0.633;0.55;0.267;0.21;0.245;0.324;0.334;0.408;0.942;0.991
2017;344;0.655;0.535;0.345;0.212;0.186;0.264;0.368;0.405;0.947;0.991
2017;345;0.657;0.51;0.376;0.221;0.131;0.192;0.413;0.454;0.946;0.991
2017;346;0.644;0.507;0.394;0.249;0.101;0.14;0.427;0.511;0.941;0.988
2017;347;0.682;0.599;0.438;0.311;0.117;0.118;0.453;0.576;0.939;0.986
2017;348;0.74;0.72;0.538;0.4;0.155;0.112;0.476;0.6;0.939;0.987
2017;349;0.793;0.751;0.64;0.472;0.179;0.111;0.495;0.613;0.939;0.99
2017;350;0.841;0.764;0.735;0.541;0.161;0.122;0.522;0.617;0.935;0.991
2017;351;0.878;0.798;0.802;0.629;0.119;0.135;0.587;0.65;0.918;0.991
2017;352;0.888;0.821;0.859;0.72;0.076;0.149;0.663;0.706;0.89;0.99
2017;353;0.872;0.827;0.878;0.773;0.059;0.149;0.736;0.785;0.862;0.991
2017;354;0.876;0.82;0.875;0.801;0.082;0.127;0.777;0.852;0.822;0.99
2017;355;0.877;0.809;0.86;0.814;0.118;0.098;0.778;0.875;0.786;0.987
2017;356;0.872;0.783;0.857;0.787;0.144;0.072;0.792;0.884;0.769;0.983
2017;357;0.87;0.742;0.816;0.74;0.165;0.054;0.81;0.895;0.75;0.977
2017;358;0.858;0.728;0.798;0.69;0.167;0.054;0.814;0.902;0.726;0.964
2017;359;0.858;0.702;0.73;0.615;0.163;0.055;0.813;0.909;0.701;0.949
2017;360;0.837;0.688;0.678;0.522;0.151;0.046;0.784;0.891;0.663;0.933
2017;361;0.826;0.672;0.601;0.425;0.143;0.032;0.75;0.877;0.621;0.921
2017;362;0.784;0.648;0.498;0.325;0.129;0.019;0.729;0.865;0.577;0.914
2017;363;0.772;0.61;0.395;0.251;0.11;0.009;0.749;0.851;0.55;0.913
2017;364;0.75;0.601;0.305;0.2;0.091;0.005;0.688;0.838;0.544;0.923
2017;365;0.702;0.591;0.238;0.155;0.068;0.008;0.635;0.805;0.552;0.934
2017;366;0.705;0.528;0.188;0.122;0.047;0.01;0.58;0.713;0.571;0.944
2017;367;0.692;0.514;0.152;0.103;0.035;0.011;0.544;0.656;0.616;0.956
2017;368;0.647;0.463;0.119;0.093;0.027;0.011;0.503;0.629;0.675;0.968
2017;369;0.601;0.409;0.09;0.078;0.019;0.01;0.433;0.593;0.774;0.979
2017;370;0.508;0.32;0.067;0.061;0.011;0.01;0.376;0.583;0.838;0.977
2017;371;0.432;0.297;0.037;0.041;0.008;0.012;0.32;0.552;0.872;0.965
2017;372;0.425;0.352;0.025;0.026;0.007;0.016;0.264;0.484;0.882;0.947
2017;373;0.433;0.334;0.024;0.021;0.008;0.021;0.228;0.425;0.887;0.94
2017;374;0.425;0.32;0.035;0.03;0.018;0.031;0.204;0.388;0.896;0.954
2017;375;0.413;0.328;0.062;0.068;0.04;0.049;0.185;0.341;0.917;0.981
2017;376;0.386;0.316;0.105;0.112;0.063;0.074;0.186;0.33;0.941;0.991
2017;377;0.325;0.264;0.153;0.156;0.089;0.112;0.202;0.346;0.958;0.991
2017;378;0.268;0.215;0.197;0.201;0.12;0.155;0.231;0.379;0.968;0.991
2017;379;0.294;0.181;0.241;0.243;0.148;0.193;0.274;0.431;0.973;0.981
2017;380;0.364;0.167;0.279;0.268;0.166;0.214;0.315;0.467;0.971;0.966
2017;381;0.42;0.168;0.315;0.279;0.159;0.21;0.368;0.526;0.968;0.953
2017;382;0.44;0.176;0.334;0.278;0.141;0.18;0.398;0.578;0.968;0.93
2017;383;0.413;0.177;0.321;0.259;0.123;0.147;0.403;0.594;0.97;0.909
2017;384;0.384;0.175;0.294;0.228;0.107;0.115;0.404;0.613;0.97;0.886
2017;385;0.376;0.178;0.277;0.212;0.101;0.095;0.414;0.638;0.967;0.871
2017;386;0.396;0.189;0.273;0.211;0.101;0.081;0.427;0.645;0.967;0.866
2017;387;0.425;0.192;0.253;0.205;0.1;0.071;0.43;0.631;0.968;0.85
2017;388;0.444;0.176;0.22;0.193;0.101;0.071;0.428;0.624;0.972;0.843
2017;389;0.442;0.155;0.201;0.201;0.119;0.079;0.413;0.618;0.973;0.834
2017;390;0.422;0.132;0.193;0.217;0.132;0.079;0.4;0.618;0.973;0.802
2017;391;0.405;0.112;0.179;0.215;0.135;0.068;0.413;0.638;0.969;0.759
2017;392;0.386;0.09;0.166;0.22;0.137;0.058;0.403;0.62;0.955;0.683
2017;393;0.362;0.068;0.161;0.202;0.12;0.052;0.395;0.605;0.935;0.623
2017;394;0.357;0.073;0.155;0.185;0.117;0.051;0.41;0.625;0.902;0.513
2017;395;0.356;0.092;0.152;0.172;0.109;0.049;0.441;0.67;0.854;0.426
2017;396;0.358;0.104;0.149;0.163;0.107;0.044;0.473;0.71;0.814;0.458
2017;397;0.342;0.108;0.158;0.167;0.109;0.041;0.516;0.753;0.787;0.55
2017;398;0.334;0.109;0.168;0.176;0.118;0.044;0.562;0.788;0.789;0.667
2017;399;0.382;0.132;0.21;0.226;0.156;0.059;0.601;0.812;0.811;0.783
2017;400;0.479;0.173;0.302;0.312;0.225;0.074;0.647;0.844;0.836;0.848
2017;401;0.582;0.218;0.386;0.395;0.289;0.1;0.706;0.877;0.857;0.85
2017;402;0.672;0.264;0.459;0.476;0.333;0.128;0.722;0.89;0.862;0.807
2017;403;0.725;0.308;0.517;0.526;0.344;0.15;0.73;0.896;0.856;0.73
2017;404;0.746;0.346;0.55;0.552;0.343;0.161;0.729;0.896;0.849;0.666
2017;405;0.734;0.362;0.562;0.568;0.341;0.166;0.714;0.879;0.832;0.636
2017;406;0.72;0.367;0.566;0.578;0.337;0.162;0.694;0.858;0.812;0.63
2017;407;0.697;0.364;0.55;0.566;0.328;0.154;0.664;0.835;0.769;0.614
2017;408;0.674;0.344;0.536;0.556;0.317;0.143;0.633;0.814;0.716;0.571
2017;409;0.67;0.334;0.532;0.544;0.31;0.13;0.62;0.812;0.655;0.519
2017;410;0.682;0.346;0.525;0.533;0.304;0.119;0.63;0.829;0.619;0.479
2017;411;0.701;0.395;0.524;0.525;0.291;0.115;0.646;0.841;0.606;0.446
2017;412;0.715;0.448;0.525;0.523;0.294;0.118;0.661;0.845;0.609;0.492
2017;413;0.728;0.481;0.534;0.53;0.297;0.125;0.674;0.846;0.613;0.542
2017;414;0.747;0.494;0.552;0.55;0.314;0.134;0.687;0.84;0.624;0.523
2017;415;0.764;0.496;0.568;0.561;0.309;0.132;0.695;0.836;0.635;0.413
2017;416;0.76;0.461;0.545;0.538;0.296;0.139;0.713;0.837;0.589;0.26
2017;417;0.789;0.42;0.55;0.534;0.302;0.128;0.73;0.814;0.528;0.198
2017;418;0.791;0.457;0.57;0.545;0.315;0.124;0.72;0.789;0.485;0.189
2017;419;0.793;0.457;0.58;0.556;0.328;0.12;0.726;0.777;0.461;0.226
2017;420;0.819;0.472;0.593;0.563;0.327;0.123;0.743;0.77;0.449;0.294
2017;421;0.852;0.516;0.617;0.574;0.328;0.133;0.762;0.77;0.438;0.364
2017;422;0.873;0.55;0.627;0.591;0.341;0.153;0.768;0.777;0.449;0.434
2017;423;0.872;0.562;0.647;0.635;0.369;0.187;0.746;0.772;0.507;0.56
2017;424;0.877;0.644;0.739;0.718;0.459;0.233;0.727;0.776;0.601;0.667
2017;425;0.874;0.695;0.782;0.75;0.484;0.251;0.715;0.783;0.667;0.652
2017;426;0.867;0.695;0.777;0.748;0.477;0.251;0.678;0.765;0.692;0.546
2017;427;0.853;0.676;0.759;0.739;0.46;0.243;0.63;0.734;0.685;0.403
2017;428;0.822;0.647;0.736;0.724;0.441;0.233;0.574;0.69;0.671;0.243
2017;429;0.796;0.618;0.706;0.7;0.417;0.23;0.529;0.653;0.674;0.157
2017;430;0.78;0.592;0.674;0.674;0.393;0.234;0.511;0.635;0.675;0.182
2017;431;0.77;0.568;0.644;0.648;0.371;0.234;0.507;0.624;0.669;0.27
2017;432;0.763;0.549;0.621;0.626;0.355;0.231;0.522;0.627;0.641;0.352
2017;433;0.759;0.541;0.615;0.614;0.341;0.223;0.542;0.644;0.595;0.445
2017;434;0.756;0.547;0.623;0.625;0.344;0.217;0.556;0.654;0.538;0.49
2017;435;0.744;0.566;0.635;0.632;0.344;0.211;0.563;0.656;0.481;0.444
2017;436;0.727;0.59;0.648;0.642;0.347;0.213;0.561;0.646;0.436;0.374
2017;437;0.72;0.61;0.665;0.652;0.348;0.226;0.55;0.622;0.404;0.32
2017;438;0.72;0.619;0.678;0.661;0.349;0.25;0.555;0.603;0.383;0.276
2017;439;0.722;0.622;0.689;0.678;0.368;0.275;0.556;0.567;0.362;0.247
2017;440;0.73;0.59;0.68;0.676;0.352;0.272;0.556;0.494;0.294;0.222
2017;441;0.752;0.571;0.712;0.692;0.332;0.231;0.538;0.391;0.221;0.192
2017;442;0.739;0.613;0.725;0.7;0.362;0.213;0.495;0.294;0.189;0.163
2017;443;0.732;0.602;0.7;0.655;0.354;0.205;0.432;0.219;0.175;0.142
2017;444;0.718;0.578;0.652;0.604;0.312;0.178;0.364;0.175;0.183;0.138
2017;445;0.7;0.557;0.616;0.568;0.285;0.165;0.313;0.156;0.201;0.156
2017;446;0.678;0.524;0.599;0.565;0.279;0.182;0.285;0.163;0.221;0.178
2017;447;0.658;0.488;0.591;0.593;0.32;0.242;0.284;0.209;0.251;0.201
2017;448;0.666;0.523;0.652;0.658;0.414;0.312;0.323;0.289;0.272;0.2
2017;449;0.685;0.562;0.69;0.697;0.482;0.367;0.346;0.334;0.269;0.169
2017;450;0.675;0.554;0.694;0.718;0.517;0.394;0.341;0.347;0.249;0.137
2017;451;0.644;0.516;0.672;0.712;0.521;0.4;0.321;0.34;0.227;0.133
2017;452;0.594;0.459;0.632;0.692;0.505;0.398;0.293;0.314;0.224;0.178
2017;453;0.518;0.386;0.57;0.651;0.472;0.378;0.258;0.274;0.25;0.289
2017;454;0.422;0.3;0.491;0.591;0.432;0.345;0.22;0.231;0.306;0.431
2017;455;0.329;0.217;0.415;0.531;0.381;0.3;0.194;0.217;0.383;0.575
2017;456;0.27;0.147;0.352;0.463;0.328;0.251;0.18;0.217;0.459;0.698
2017;457;0.249;0.107;0.317;0.414;0.284;0.214;0.191;0.225;0.516;0.791
2017;458;0.249;0.096;0.314;0.397;0.259;0.193;0.207;0.237;0.547;0.843
2017;459;0.264;0.118;0.346;0.412;0.256;0.192;0.22;0.252;0.579;0.859
2017;460;0.289;0.161;0.401;0.452;0.274;0.207;0.219;0.246;0.604;0.849
2017;461;0.294;0.203;0.46;0.496;0.301;0.231;0.214;0.232;0.609;0.824
2017;462;0.294;0.238;0.504;0.53;0.334;0.263;0.217;0.225;0.61;0.808
2017;463;0.297;0.265;0.528;0.557;0.364;0.291;0.217;0.215;0.622;0.795
2017;464;0.274;0.259;0.501;0.547;0.347;0.296;0.189;0.195;0.594;0.764
2017;465;0.235;0.227;0.422;0.482;0.253;0.233;0.149;0.164;0.535;0.739
2017;466;0.21;0.237;0.454;0.475;0.215;0.178;0.127;0.135;0.512;0.809
2017;467;0.16;0.187;0.463;0.492;0.257;0.15;0.095;0.112;0.523;0.84
2017;468;0.113;0.137;0.41;0.489;0.288;0.16;0.076;0.11;0.534;0.845
2017;469;0.086;0.111;0.376;0.487;0.302;0.167;0.07;0.131;0.535;0.84
2017;470;0.084;0.101;0.349;0.494;0.314;0.196;0.086;0.176;0.535;0.829
2017;471;0.121;0.106;0.341;0.516;0.341;0.272;0.148;0.271;0.594;0.809
2017;472;0.161;0.121;0.361;0.557;0.401;0.362;0.231;0.395;0.648;0.785
2017;473;0.212;0.134;0.39;0.586;0.444;0.433;0.31;0.486;0.67;0.765
2017;474;0.265;0.153;0.421;0.593;0.455;0.468;0.359;0.528;0.668;0.751
2017;475;0.305;0.174;0.425;0.569;0.44;0.464;0.368;0.532;0.653;0.739
2017;476;0.318;0.192;0.395;0.516;0.404;0.443;0.35;0.523;0.637;0.737
2017;477;0.328;0.207;0.341;0.448;0.367;0.412;0.336;0.52;0.636;0.754
2017;478;0.332;0.207;0.286;0.394;0.343;0.374;0.32;0.506;0.631;0.802
2017;479;0.304;0.184;0.241;0.356;0.33;0.332;0.302;0.481;0.637;0.85
2017;480;0.253;0.146;0.205;0.325;0.317;0.291;0.283;0.447;0.657;0.896
2017;481;0.203;0.102;0.173;0.294;0.306;0.256;0.267;0.419;0.684;0.921
2017;482;0.171;0.064;0.14;0.259;0.291;0.227;0.251;0.395;0.718;0.934
2017;483;0.169;0.032;0.105;0.22;0.275;0.201;0.249;0.398;0.727;0.937
2017;484;0.227;0.019;0.083;0.184;0.257;0.187;0.272;0.429;0.724;0.931
2017;485;0.292;0.018;0.072;0.166;0.237;0.184;0.312;0.459;0.719;0.926
2017;486;0.34;0.027;0.073;0.163;0.221;0.188;0.355;0.479;0.708;0.92
2017;487;0.368;0.035;0.08;0.171;0.214;0.201;0.386;0.5;0.703;0.917
2017;488;0.358;0.031;0.083;0.179;0.197;0.204;0.362;0.471;0.667;0.91
2017;489;0.281;0.02;0.051;0.181;0.176;0.157;0.272;0.357;0.591;0.887
2017;490;0.221;0.013;0.06;0.202;0.177;0.131;0.204;0.286;0.552;0.874
2017;491;0.167;0.012;0.076;0.21;0.169;0.147;0.169;0.28;0.547;0.87
2017;492;0.125;0.008;0.08;0.204;0.162;0.139;0.162;0.31;0.569;0.861
2017;493;0.127;0.006;0.073;0.182;0.152;0.124;0.174;0.332;0.568;0.831
2017;494;0.157;0.006;0.061;0.162;0.139;0.116;0.207;0.354;0.531;0.779
2017;495;0.219;0.013;0.05;0.154;0.143;0.123;0.264;0.395;0.524;0.783
2017;496;0.286;0.028;0.045;0.145;0.155;0.132;0.306;0.434;0.587;0.823
2017;497;0.345;0.054;0.053;0.145;0.168;0.145;0.332;0.467;0.661;0.843
2017;498;0.379;0.094;0.073;0.145;0.176;0.163;0.346;0.464;0.701;0.86
2017;499;0.379;0.137;0.097;0.144;0.174;0.179;0.328;0.391;0.734;0.873
2017;500;0.358;0.176;0.115;0.137;0.17;0.184;0.277;0.295;0.766;0.881
2017;501;0.316;0.193;0.124;0.123;0.159;0.189;0.22;0.232;0.791;0.902
2017;502;0.274;0.186;0.133;0.115;0.144;0.18;0.187;0.22;0.782;0.917
2017;503;0.243;0.172;0.133;0.111;0.136;0.165;0.185;0.231;0.731;0.924
2017;504;0.236;0.157;0.136;0.094;0.116;0.143;0.192;0.218;0.668;0.927
2017;505;0.251;0.146;0.144;0.084;0.089;0.111;0.18;0.19;0.622;0.92
2017;506;0.241;0.14;0.144;0.073;0.064;0.077;0.161;0.158;0.59;0.907
2017;507;0.211;0.126;0.138;0.057;0.037;0.048;0.155;0.149;0.555;0.876
2017;508;0.207;0.095;0.125;0.045;0.015;0.025;0.178;0.169;0.512;0.879
2017;509;0.229;0.073;0.123;0.049;0.009;0.01;0.215;0.201;0.445;0.909
2017;510;0.264;0.06;0.141;0.078;0.02;0.003;0.235;0.22;0.447;0.937
2017;511;0.3;0.057;0.183;0.132;0.046;0.005;0.245;0.231;0.484;0.936
2017;512;0.311;0.067;0.22;0.18;0.071;0.01;0.239;0.239;0.435;0.93
2017;513;0.261;0.058;0.199;0.182;0.064;0.012;0.206;0.211;0.379;0.935
2017;514;0.208;0.039;0.138;0.133;0.036;0.009;0.185;0.197;0.447;0.921
2017;515;0.187;0.026;0.088;0.084;0.017;0.003;0.197;0.206;0.532;0.9
2017;516;0.192;0.022;0.062;0.058;0.01;0.001;0.246;0.278;0.562;0.887
2017;517;0.181;0.02;0.061;0.05;0.011;0.002;0.252;0.309;0.578;0.88
2017;518;0.181;0.021;0.071;0.063;0.021;0.005;0.29;0.372;0.617;0.89
2017;519;0.225;0.024;0.09;0.082;0.039;0.011;0.378;0.476;0.672;0.877
2017;520;0.294;0.029;0.115;0.106;0.064;0.02;0.467;0.571;0.705;0.849
2017;521;0.358;0.038;0.149;0.135;0.087;0.028;0.508;0.61;0.704;0.815
2017;522;0.395;0.051;0.178;0.155;0.099;0.031;0.505;0.581;0.657;0.817
2017;523;0.398;0.063;0.185;0.156;0.098;0.027;0.485;0.521;0.571;0.808
2017;524;0.382;0.067;0.182;0.152;0.091;0.019;0.457;0.459;0.525;0.787
2017;525;0.366;0.065;0.178;0.145;0.083;0.011;0.43;0.395;0.516;0.774
2017;526;0.349;0.062;0.167;0.135;0.073;0.005;0.4;0.324;0.519;0.774
2017;527;0.334;0.055;0.148;0.118;0.061;0.003;0.376;0.272;0.523;0.77
2017;528;0.33;0.044;0.125;0.098;0.048;0.006;0.369;0.264;0.556;0.777
2017;529;0.342;0.036;0.113;0.087;0.041;0.014;0.379;0.286;0.6;0.772
2017;530;0.364;0.034;0.114;0.084;0.036;0.024;0.391;0.325;0.618;0.752
2017;531;0.391;0.032;0.111;0.076;0.031;0.026;0.413;0.388;0.563;0.703
2017;532;0.41;0.029;0.098;0.062;0.023;0.025;0.438;0.457;0.474;0.631
2017;533;0.414;0.023;0.081;0.046;0.015;0.029;0.454;0.495;0.397;0.578
2017;534;0.414;0.016;0.057;0.028;0.008;0.039;0.461;0.513;0.305;0.529
2017;535;0.412;0.011;0.036;0.015;0.004;0.053;0.457;0.519;0.213;0.479
2017;536;0.384;0.007;0.025;0.01;0.003;0.065;0.407;0.469;0.155;0.432
2017;537;0.305;0.006;0.021;0.006;0.002;0.076;0.337;0.377;0.133;0.429
2017;538;0.243;0.004;0.011;0.003;0.002;0.079;0.347;0.366;0.148;0.427
2017;539;0.207;0.003;0.01;0.003;0.002;0.083;0.353;0.375;0.162;0.377
2017;540;0.209;0.003;0.018;0.003;0.002;0.085;0.356;0.429;0.163;0.335
2017;541;0.207;0.003;0.018;0.003;0.002;0.083;0.369;0.473;0.158;0.329
2017;542;0.207;0.004;0.019;0.003;0.002;0.085;0.36;0.51;0.16;0.36
2017;543;0.228;0.004;0.019;0.003;0.003;0.095;0.359;0.528;0.208;0.415
2017;544;0.25;0.006;0.019;0.005;0.004;0.112;0.413;0.602;0.249;0.494
2017;545;0.27;0.009;0.015;0.006;0.008;0.131;0.447;0.654;0.286;0.596
2017;546;0.294;0.012;0.008;0.007;0.018;0.148;0.45;0.65;0.337;0.669
2017;547;0.315;0.015;0.004;0.011;0.036;0.158;0.448;0.63;0.37;0.692
2017;548;0.323;0.019;0.005;0.025;0.058;0.164;0.439;0.613;0.395;0.684
2017;549;0.299;0.021;0.008;0.04;0.073;0.158;0.421;0.597;0.441;0.669
2017;550;0.264;0.021;0.013;0.057;0.08;0.137;0.401;0.584;0.491;0.638
2017;551;0.234;0.022;0.018;0.07;0.08;0.119;0.388;0.578;0.529;0.615
2017;552;0.2;0.025;0.027;0.084;0.079;0.104;0.378;0.579;0.578;0.586
2017;553;0.164;0.03;0.038;0.095;0.076;0.086;0.36;0.574;0.603;0.535
2017;554;0.131;0.037;0.053;0.106;0.068;0.067;0.332;0.557;0.61;0.523
2017;555;0.117;0.046;0.073;0.124;0.063;0.049;0.311;0.549;0.648;0.532
2017;556;0.118;0.053;0.095;0.138;0.058;0.031;0.292;0.526;0.678;0.574
2017;557;0.118;0.06;0.114;0.145;0.049;0.015;0.265;0.502;0.693;0.63
2017;558;0.115;0.068;0.135;0.154;0.047;0.008;0.237;0.477;0.684;0.661
2017;559;0.115;0.073;0.155;0.167;0.045;0.011;0.22;0.451;0.655;0.666
2017;560;0.113;0.078;0.167;0.17;0.042;0.024;0.191;0.386;0.591;0.67
2017;561;0.083;0.082;0.153;0.154;0.038;0.035;0.168;0.316;0.552;0.645
2017;562;0.066;0.062;0.112;0.118;0.029;0.038;0.14;0.283;0.527;0.665
2017;563;0.055;0.045;0.086;0.099;0.022;0.04;0.11;0.252;0.493;0.726
2017;564;0.039;0.035;0.076;0.089;0.02;0.043;0.087;0.238;0.467;0.793
2017;565;0.023;0.03;0.072;0.074;0.016;0.044;0.078;0.242;0.464;0.851
2017;566;0.015;0.029;0.07;0.063;0.011;0.038;0.078;0.243;0.485;0.907
2017;567;0.022;0.037;0.086;0.059;0.01;0.026;0.101;0.264;0.53;0.944
2017;568;0.029;0.045;0.104;0.05;0.014;0.019;0.132;0.317;0.618;0.964
2017;569;0.038;0.054;0.097;0.034;0.026;0.022;0.16;0.355;0.65;0.97
2017;570;0.044;0.063;0.066;0.024;0.044;0.037;0.179;0.375;0.633;0.968
2017;571;0.045;0.069;0.033;0.027;0.062;0.061;0.186;0.38;0.618;0.957
2017;572;0.05;0.064;0.013;0.038;0.081;0.088;0.195;0.379;0.59;0.944
2017;573;0.06;0.055;0.008;0.065;0.089;0.119;0.197;0.363;0.6;0.94
2017;574;0.076;0.045;0.007;0.09;0.086;0.141;0.186;0.339;0.625;0.929
2017;575;0.096;0.041;0.011;0.107;0.081;0.144;0.166;0.306;0.642;0.918
2017;576;0.106;0.043;0.016;0.114;0.07;0.131;0.146;0.279;0.62;0.906
2017;577;0.114;0.049;0.018;0.11;0.058;0.117;0.141;0.275;0.568;0.884
2017;578;0.126;0.057;0.029;0.1;0.051;0.103;0.152;0.279;0.525;0.857
2017;579;0.142;0.065;0.049;0.087;0.048;0.084;0.17;0.297;0.53;0.837
2017;580;0.164;0.078;0.074;0.089;0.05;0.069;0.192;0.32;0.545;0.833
2017;581;0.186;0.096;0.113;0.107;0.06;0.068;0.224;0.358;0.556;0.827
2017;582;0.212;0.118;0.155;0.133;0.074;0.076;0.261;0.415;0.538;0.796
2017;583;0.243;0.14;0.182;0.158;0.089;0.09;0.3;0.47;0.476;0.72
2017;584;0.278;0.144;0.186;0.172;0.095;0.092;0.329;0.485;0.357;0.582
2017;585;0.289;0.133;0.179;0.171;0.104;0.093;0.337;0.476;0.247;0.468
2017;586;0.301;0.118;0.176;0.162;0.107;0.099;0.337;0.481;0.185;0.413
2017;587;0.304;0.118;0.162;0.148;0.101;0.099;0.339;0.473;0.145;0.391
2017;588;0.295;0.109;0.141;0.129;0.09;0.096;0.334;0.454;0.122;0.37
2017;589;0.278;0.095;0.129;0.122;0.091;0.1;0.32;0.415;0.12;0.343
2017;590;0.261;0.093;0.138;0.144;0.103;0.11;0.302;0.374;0.14;0.323
2017;591;0.278;0.119;0.195;0.201;0.138;0.131;0.285;0.344;0.162;0.3
2017;592;0.348;0.184;0.3;0.296;0.206;0.169;0.308;0.352;0.225;0.28
2017;593;0.454;0.268;0.399;0.391;0.27;0.218;0.337;0.355;0.311;0.252
2017;594;0.558;0.333;0.459;0.454;0.308;0.259;0.337;0.337;0.36;0.233
2017;595;0.601;0.388;0.471;0.48;0.315;0.282;0.32;0.311;0.376;0.214
2017;596;0.6;0.42;0.454;0.471;0.298;0.295;0.301;0.294;0.381;0.194
2017;597;0.578;0.419;0.412;0.442;0.285;0.308;0.291;0.317;0.395;0.196
2017;598;0.556;0.41;0.381;0.415;0.286;0.323;0.296;0.367;0.403;0.195
2017;599;0.552;0.419;0.386;0.407;0.295;0.334;0.312;0.432;0.369;0.214
2017;600;0.566;0.439;0.425;0.436;0.32;0.341;0.352;0.498;0.272;0.299
2017;601;0.591;0.485;0.474;0.491;0.355;0.348;0.401;0.543;0.171;0.385
2017;602;0.629;0.527;0.51;0.539;0.377;0.355;0.436;0.568;0.129;0.424
2017;603;0.677;0.556;0.534;0.572;0.392;0.376;0.467;0.586;0.123;0.346
2017;604;0.714;0.557;0.556;0.587;0.404;0.407;0.494;0.618;0.079;0.272
2017;605;0.739;0.528;0.579;0.601;0.403;0.422;0.534;0.666;0.035;0.294
2017;606;0.766;0.538;0.594;0.625;0.417;0.427;0.577;0.71;0.02;0.361
2017;607;0.8;0.548;0.615;0.645;0.43;0.419;0.603;0.722;0.034;0.352
2017;608;0.82;0.544;0.633;0.646;0.432;0.403;0.595;0.692;0.053;0.325
2017;609;0.819;0.618;0.619;0.659;0.442;0.364;0.564;0.689;0.09;0.35
2017;610;0.839;0.661;0.655;0.646;0.432;0.315;0.594;0.692;0.184;0.481
2017;611;0.85;0.667;0.624;0.619;0.41;0.257;0.618;0.686;0.259;0.673
2017;612;0.849;0.705;0.63;0.605;0.38;0.211;0.591;0.649;0.343;0.823
2017;613;0.827;0.69;0.602;0.586;0.357;0.188;0.558;0.633;0.403;0.891
2017;614;0.79;0.647;0.564;0.583;0.351;0.179;0.561;0.672;0.471;0.912
2017;615;0.8;0.616;0.609;0.618;0.371;0.203;0.604;0.697;0.523;0.92
